資源標題,年級,科目/單元,資源連結,doctype,內文
直式表格~~~不翻轉,,,https://drive.google.com/a/junyiacademy.org/file/d/1tW4QvJuDufIKTuXtevV84bgQiHitw3eE/view?usp=drivesdk,docx,"有老師問到~~~
為何下載下來的檔案是直式的，而不是橫式的，所有的字都會轉90度，不知如何轉正？
說明有點複雜~~~直接改表格~~~請自行運用！"
橫式表格~~~不翻轉,,,https://drive.google.com/a/junyiacademy.org/file/d/1MPrPt5_sfWLaCfs2vQD66NOY7sdXsvxM/view?usp=drivesdk,docx,"有老師問到~~~

為何下載下來的檔案是直式的，而不是橫式的，所有的字都會轉90度，不知如何轉正？

說明有點複雜~~~直接改表格~~~請自行運用！"
103_三下康軒版國語課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/1FHv10VwzFL5JqCBuX4ScF3X99INIqAd8/view?usp=drivesdk,doc,"剛起步，緩緩地慢慢走
昨天先預測文體，歡呼！哀號！皆有"
103_三下南一版國語課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/1vsOX5Dj0mI5FgyjwhcZQ2u0aFi_nPBUL/view?usp=drivesdk,doc,103_三下南一版國語課文預測單_A3(含概覽閱讀+延伸寫作創想)
103_六下南一版國語課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/1okDL6_9mx3y8MTFDvmsnAc3-iPzbZR54/view?usp=drivesdk,doc,103_六下南一版國語課文預測單A3(含概覽閱讀+延伸寫作創想)
生字摩天輪,,,https://drive.google.com/a/junyiacademy.org/file/d/1-A3HyjVvlLhuuFXHwxTA2_iucTDjJu9U/view?usp=drivesdk,doc,"小妹設計了一份生字字族教學的作業格式
第一頁上半部同心圓, 寫生字的部件, 部首, 組成的國字, 國字的造詞
第一頁下半部的直線空格處, 可以寫國字的猜謎或造詞的造句短文
第二頁有這份作業的評分說明, 針對不同程度的孩子有不同的要求

給大家參考囉!"
L2從從容容  穩穩當當~預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/15_IhUkOg--qMBhfXxnBa_EKU2hdgCUAJ/view?usp=drivesdk,docx,#康軒五下～L2從從容容 穩穩當當
作文批閱我最行,,,https://drive.google.com/a/junyiacademy.org/file/d/12HVTA3dvON0dX1cXKZ1FIA8x7KZ9FqiI/view?usp=drivesdk,doc,"""作文批閱我最行""檔案，歡迎下載。(PS.再次強調，我是修改之前某位老師的資料，不好意思，忘了是誰)一節課我想時間有限，所以批閱單上我將全班平均分配，每個人拿到的批閱單都有三個指定座號，及一個自由選擇的欄位，每個人一節課至少要欣賞四位同學的作文(因為每位同學都有五篇作文，所以可以依自己喜好任選一篇閱讀及批閱)，活動進行時，作文放在桌面上不移動，小朋友可自由移動，去找尋自己批閱單上的座號，沒有人坐的就可以坐下來閱讀，如果都有人坐，就請他暫時站在旁邊等候，或者兩個人坐在一起閱讀也可以。以上是我們班進行的方式。ps.我們班沒有22號，所以如要使用檔案，請記得修改學生座號。謝謝！"
103_5下_語詞練習_1,,,https://drive.google.com/a/junyiacademy.org/file/d/1-07El22JjOMro8yJpEoRQPL5qSZSk8lg/view?usp=drivesdk,docx,好像有人需要~~~請自取
103_5下_語詞解釋作業單_1,,,https://drive.google.com/a/junyiacademy.org/file/d/14tBWbX3MA1qbH8Kcrm8KXjmnd8tvloaF/view?usp=drivesdk,doc,好像有人需要~~~請自取
103_5下_生字部首造詞練習_1,,,https://drive.google.com/a/junyiacademy.org/file/d/159UNWnBgY5_K3CKAqjc6r1cnFXyi9Qom/view?usp=drivesdk,docx,好像有人需要~~~請自取
12_G3A  寒假作業_故事小書計畫表,,,https://drive.google.com/a/junyiacademy.org/file/d/1ygxSwT2hpHRbywtzst6SJw4LE4i_XXLo/view?usp=drivesdk,docx,"各位老師，小弟今年的寒假作業決定囉！
除了老師辛辛苦苦(應付家長)出的數學單以外
還有以下這些，寓教於樂的(玩小孩)的作業喔！

原本還想讓孩子從台灣13個原住民，跟5個印尼原住民當中，
一人選一個做主題介紹+海報，
後來想想，這大工程暑假再來玩好了！

----------------------以下是重點分享----------------------------
1.雖然這邊是印尼台校，但是華人也過農曆春節。
(好像只過領紅包的那天！)
所以依舊有［畫我年菜］的作業。

2.有鑑於老師回國以後，依舊想念印尼的學生(一把鼻涕一把眼淚)，
所以再來一個［送明信片到台灣］給老師的作業。
(只需要寄明信片，不需要送信到哥本哈根喔XD)

3.受夠了千篇一律的閱讀心得了嘛！?
這次孩子需要慎選一本喜愛的中文書，當然還是需要看完！
此次的你，不用再寫什麼心得報告，
但是！請自創一張A4版面［全彩］的［圖書推薦廣告傳單］。

4.反正心情小語兩篇，至少規定一篇是出去玩之後才能寫，所以今年也不玩遊記，只需要貼張照片在［與你分享］跟老師好好介紹一下就好。

5.最後一項大工程就是，謝謝溫老師的神功加持，加上良帖藥方，
直接修改溫老師的提示，配合今天跟孩子討論出來的：
獅子王中，一直在騙人的刀疤叔叔當範例，所呈現出來的
簡單版［故事小書計畫表］學習單。
從明天開始，就要開始寫寒假作業囉！"
加扣分表班規座位表,,,https://drive.google.com/a/junyiacademy.org/file/d/19IhudqrJsB4abpFd6NlT1vPwHNdo4iyU/view?usp=drivesdk,doc,班級經營:加扣分表、座位表(男2女2異質分組)、班規、打掃工作分配(原本外掃區的移到內掃區，內掃區移到外掃區)
寒假作業故事說明,,,https://drive.google.com/a/junyiacademy.org/file/d/1YtdnIkvfIeRPGpfnM3-h3W5s2jbQNtlT/view?usp=drivesdk,doc,"學溫老師「畫課本封面」的點子，結合寒假寫故事，草草設計了一份學習單。我不擅長美編，請有需要的夥伴自行下載修改成美美的吧！
剛剛跟孩子預告寒假的寫故事作業，有人說要寫拯救地球的故事，我們就熱鬧的討論了一節課，不過黑板被值日生擦掉了 = =，只好自己手寫了一張，雖然短短的，但是其實孩子討論得很熱烈，也說腦袋裡的東西比說出來的多了好多呢！"
康軒六下課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/13eaEcdal8gJtHDCXfUSTvNwqhBdKuJ8n/view?usp=drivesdk,doc,康軒六下國語預測單
寒假作業設計表,,,https://drive.google.com/a/junyiacademy.org/file/d/1FReHgHvpyNjXwaFSXldbKMXtvD-r95Pp/view?usp=drivesdk,docx,"嘿~~~ 寒假作業也設計完成了
有鑑於我也懶得批改坊間的寒假作業
又想要在成果展時交出一點東西
這次的寒假作業就自己設計、自己印、自己裝訂
作業內容的第一項
就是過年期間一定要打電話跟我拜年!!
家事記錄表及明廉字音字形是每日都要做的事
我還可以線上檢閱每位學生完成的時間及進度 (家事就靠家長檢核了!)
觀看影片：The making 及 How it's mad(製造原理)
希望引起他們的好奇心
也訓練他們摘錄訊息的能力
他們得寫下他們感興趣的產品
記下產品名稱、影片網址、製作流程及心得
還好，只要寫五樣即可。
最沉重的一項
就是看漢聲版社的- 中國童話故事
剛好我們班有十二位學生，一個人一個月。
只需要挑出其中十五個故事
寫下故事摘要及心得
為預防有孩子未能完成(不會寫、忘了寫)
1、學習作伴：他們有責任互相聯繫作業完成狀況。
2、預告：開學後，天天折磨到寫完為止。
3、此作業列為墾丁之旅是否能參加的重要參考依據。
我相信當作業本發下去後
一定是哀鴻遍野的…哇哈哈哈~~~"
四下翰林課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1ug9z0ASBtP_n7CX-kY9_I5Tldxd6Zbpp/view?usp=drivesdk,doc,103四下翰林版國語課文預測單
愛情卡,,,https://drive.google.com/a/junyiacademy.org/file/d/1rwSIA9mHoOJLwSEvbgUGvoxFNV5bZdc0/view?usp=drivesdk,pdf,愛情卡的教學流程，歡迎參考使用。
103下康軒國語第二課課文內容分析表,,,https://drive.google.com/a/junyiacademy.org/file/d/1xdrfQyASm5DCwGm17TzxjYCzlwcgtBHV/view?usp=drivesdk,docx,"從溫老師課文生表格的概念
設計了國語的課文內容分析表
同時也是學生回家的預習單作業
上課時會再帶學生共同討論內容  並由學生發表預習的結果

目前雖然是由老師製作表格
但未來會逐漸朝向由學生自己發展出課文內容的分析表

內容可能不是很完整
但目前上課運作起來都還不錯

上傳檔案的同時也希望老師可以給予建議以便修正
謝謝大家"
康軒三下國語課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1qYjZhXCHM9ZvHRVM-k_KMoHcfJwN7vIl/view?usp=drivesdk,doc,康軒三下~國語預測單
三下翰林課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1ceLXT3wKoBV5TanloOX7Lnwm2mkNfri1/view?usp=drivesdk,doc,"謝謝各位老師的分享,讓我收穫良多!"
五下康軒課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/18vyEOy6Mg4edqTsCzP6CdiF8hqjTfjaq/view?usp=drivesdk,doc,"五下康軒國語預測單
這是本學年的優秀老師 Chia Ling Chen老師做的，她說會害羞，我就自作主張幫她分享了XDD"
六甲刮刮卡,,,https://drive.google.com/a/junyiacademy.org/file/d/1lzUyqeXQc4DBPnfL96DrDD8c4OC-fda1/view?usp=drivesdk,doc,"看到大家對刮刮卡都這麼有興趣，很多老師想知道如何製作，感謝老師們的熱情回應，我是先從學生的討論中產生念頭，上網搜尋了一下，看到蔡老師那篇發文後，自己醞釀了一陣，決定試試看。如果大家不嫌棄，我就分享一下自己的製作過程。

1.首先上網買刮刮卡貼紙(我是打""刮刮樂貼紙""，在 xx home找到)，很方便，動動手指一天後收到貨，這對我來說大小剛好，而且便宜又好刮!
2.有了貼紙，再來就是製作刮刮卡了。我用word檔的美工圖庫中找到可用的底塗，再稍微加工修改，本來想要不要用後一點的紙卡，後來用A4的紙試印後，發現效果就不錯了。
3.印出來後，先貼上刮刮卡貼紙，再用裁紙機整份裁切，約莫200張的刮刮卡約莫一節課左右就大功告成。
4.我買的這種貼紙很好刮，用錢幣、剪刀，甚至學生用指甲都可以刮開呢!

有老師提到獎品的問題，其實這要視年級、學生家庭環境和學生屬性而定。我覺得老師們可利用期初時間，讓學生每個人提出幾項心中理想的獎品，這不只限於物質的，活動式的獎勵更是惠而不費。每個老師的創意不同，端看大家的喜好決定。

昨天的日記，班上有2/3的學生都寫到了""刮刮樂""的事，今天依舊熱烈的進行兌換活動，而且他們對於用好表現來蓋榮譽章這件事，比以前要在意多了。這樣的獎勵方式，說穿了只是希望鼓勵孩子能越來越進步，不過改變個方式而已，但卻能產生很大的效果，連老師自己都覺得好玩啦!

有需要底檔的老師，我上傳我自己做的檔案，不過大家也可以發揮創意，設計一張專屬於自己班上的刮刮卡喔!"
五下康軒課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/1qwourtqN3V8ttcLyYe5vBkQWqEvoWooN/view?usp=drivesdk,doc,"五下康軒課文預測單
稍做修改~當做拿到新書的作業"
預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1m3Rt9A5UqC5dWz813zxKee9nNwhan_AF/view?usp=drivesdk,docx,"第一次設計預習單，請夥伴們不吝指教！
#康軒五下～L1努力請從今日始"
二下翰林課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/1PKukVWhXkLt_uBB-hppHI-QlGpWocYum/view?usp=drivesdk,doc,"二下三大版本到齊.....
因為考量孩子的程度，所以我有將每課文體標註上去。"
二下南一課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1nbXoIG0hZ5jIsYVHMVMeFIx7R5Kbyqke/view?usp=drivesdk,doc,"這是二下的南一版
聊表心意"
四下康軒課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1vvrnA0xkTbP6p876sjcxUQckuobOlUMf/view?usp=drivesdk,doc,1/11參與溫老師的研習，收穫很多！感謝優秀的前輩老師分享二下的課文預測單，這是改編後的康軒四下國語預測單，與大家分享！（PS筆電作業系統不同，字型可能有些跑掉，需要再調整喔！）歡迎大家一同提供意見互相交流！
二下康軒課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1oVyn5AqZtcTeK8vnPAddagNiVwUjuOGr/view?usp=drivesdk,doc,屆之前老師的檔案修改-----二下康軒課文預測單
讀報學習單,,,https://drive.google.com/a/junyiacademy.org/file/d/17aFNSgQZ_egg68xBzQZMWA5lJ0IiFTlM/view?usp=drivesdk,doc,這是配合5W1H所做的讀報學習單~
103_六下翰林版國語課文預測單B_A3(含概覽閱讀+延伸寫作創想),,,https://drive.google.com/a/junyiacademy.org/file/d/1oaO-Tj0ANJ7T3s_tnSEnuPh2tmDKqfJZ/view?usp=drivesdk,doc,"感謝Bin Jou 老師的第一版，節省了好多時間。
103_六下翰林版國語課文預測單B_A3(含概覽閱讀+延伸寫作創想)
需要的朋友~~~請享用~~~"
親愛的聖誕老公公您好,,,https://drive.google.com/a/junyiacademy.org/file/d/1KNHwrx6c0jnvSf3Bga2NeuAodTizwLfD/view?usp=drivesdk,doc,延伸寫作資料
課文想一想(康軒二上),,,https://drive.google.com/a/junyiacademy.org/file/d/1f-TAjJHxYivt0EUGmO0tL81jiN01gFM-/view?usp=drivesdk,docx,"康軒版 二年級上冊 (全冊除9,14課)
課文想一想 懶人包分享
**************************

將這學期進行的課文想一想引導語與各位老師分享，
課文想一想寫作時機，在課文深究後讓學生完成。
實施一學期以來，學生的寫作能力大增。
除了課文想一想之外，配合美玉老師深度閱讀 創意寫作的理念，
以課文長作文的模式，讓學生創作出一篇篇精彩的文章。

歡迎老師下載使用，創造出更多(閱讀、提問、寫作)的三效奇蹟!!"
一上康軒第八課過新年,,,https://drive.google.com/a/junyiacademy.org/file/d/1k1EKM7vcXg3vb6DmM2mNL0mSXiaoqKHh/view?usp=drivesdk,doc,"看了教師手冊裡溫老師精彩的教學分享後，
上上禮拜就開始為了昨天的作文「不一樣的年獸」佈局，帶他們閱讀賴馬的「帕拉帕拉山的妖怪」，讓他們看影片，內容講年獸其實不壞。

老師再加油添醋，其實怪獸都是人類自己想像，怪獸沒有那麼壞，也不喜歡吃人，像你們有人喜歡挖鼻屎，大便都沒擦乾淨，你敢吃嗎？
可是他們好可憐喔!一直被誤會，他們又不會說話，你們要不要幫忙他們？大部分的人都點頭，只有三個人比較機靈，發現老師在挖坑，居然說不要！

我馬上說你們喜歡蝙蝠俠、超人嗎？有一個用力點頭，我就說他們是英雄，會幫助人，今天你可以當英雄幫助可憐的年獸，你卻說不要，孩子馬上改口點頭。

寫了兩節半，有人很快就寫三面，誇獎後，我挑幾本用實物投影機講解需要更改的地方 ，當然也有人寫得不太好，不管怎樣，至少有寫，只要持續寫會愈來愈棒。

孩子的作品在BLOG裡，附上寫作提示單

http://water64.blogspot.tw/2015/01/blog-post.html"
10種學習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1xJH_XzMVdCBHhYGchYfWtMK-uZVmOT4_/view?usp=drivesdk,doc,"每次都從各位老師的分享中學習很多
也來和大家分享一下我的自編寒假作業學習單"
5,,,https://drive.google.com/a/junyiacademy.org/file/d/1Ol9OBirrV2ICFkJNebIYBS6wRez8dD7-/view?usp=drivesdk,doc,"20150108 溫美玉老師建功國小教學觀摩檔案
5.機智卡語詞"
4,,,https://drive.google.com/a/junyiacademy.org/file/d/19sNBbmpuDy0ZU3qk5_N4EZV3j_qAS8dc/view?usp=drivesdk,doc,"20150108 溫美玉老師建功國小教學觀摩檔案
4.藺相如「完璧歸趙」--機智條件大搜索(學習單1)"
3,,,https://drive.google.com/a/junyiacademy.org/file/d/1b6wv5bUM0FMYhkGSgtj57aIgwntA0c7z/view?usp=drivesdk,doc,"20150108 溫美玉老師建功國小教學觀摩檔案
3.從深度閱讀到創意寫作"
2,,,https://drive.google.com/a/junyiacademy.org/file/d/16-kbbVebi4kEqBq_MXaYYhRPZLOlFY5V/view?usp=drivesdk,doc,"20150108 溫美玉老師建功國小教學觀摩檔案
2.機智卡在四則故事的運用"
1,,,https://drive.google.com/a/junyiacademy.org/file/d/1oO8SQY06iNu3d85J72_QDMP5-qlTikNo/view?usp=drivesdk,doc,"20150108 溫美玉老師建功國小教學觀摩檔案
1.機智故事四則"
第八課 過年  複習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1-zKwTUgLvYtPh0JJX13F0AG7w-3Okug3/view?usp=drivesdk,pdf,翰林 一上 國語 第八課 過年 複習單
筆記四則ppt,,,https://drive.google.com/a/junyiacademy.org/file/d/1PApgMGbXKnM-pb1rdjU-6S7LkU8nw2qv/view?usp=drivesdk,ppt,不是做得很好~
台師大線上第一堂課,,,https://drive.google.com/a/junyiacademy.org/file/d/1ciR-GQWADGqsW260UWgYg7m-tP084JFz/view?usp=drivesdk,ppt,這是溫老師103/01/09 台師大線上課程第一堂課PPT，請搭配線上錄影檔。
